Breakfast,Lunch,Dinner,Combined Ingredients,Total Energy (Kcal),Total Protein (g),Total Fat (g),Total Carbohydrates (g),Total Magnesium (mg),Total Sodium (mg),Total Potassium (mg),Total Saturated Fatty Acids (mg),Total Monounsaturated Fatty Acids (mg),Total Polyunsaturated Fatty Acids (mg),Total Free Sugar (g),Total Starch (g)
"Red Rice with Dhal Curry, Soya Meat Curry, Sesame Seed Sambol, Egg Curry, Polos Mallum",Chicken Fried Rice with Ginger Chicken,"Vegetable Fried Rice with Chicken Curry, Chicken Curry, Devilled Fish, Fish Cutlets"," Chili, Rice,  Ginger, Termeric powder, Dhal,  onion, onion, carrot,  Chillies, curry leaves, leeks,  Chicken,  Potatoes,  oil, Fish, Spices, Egg,  Onion, Jackfruit, Chicken,  Coconut milk,  Spices, Red rice, Soya meat, Sesame seed,  carrot",4118.0,180.04399999999998,276.75600000000003,340.59000000000003,2107.426,609.9639999999999,11705.4,71364.576,40452.358,15607.54,34.495999999999995,260.026
"Red Rice with Banana Blossom Curry, Mint Sambol, Kochchi Sambol, Polos Mallum","Red Rice with Sweet Corn Curry, Ulundu Wade, Dhal Vade, Maalu Badun, Tropical Salad","Vegetable Fried Rice with Chicken Curry, Ala Badun, Vegetable Balls","Potato,  pepper, Rice,  Pineapple,  Apple,  Coconut, Mango,  leeks, Banana blossom, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Lentils,  flour,  oil, Fish, Sweet corn, Mint, Green chili, Jackfruit, Chicken,  Oil,  Jackfruit,  Carrot,  Cucumber,  Coconut milk,  Spices, Red rice, Urad",4123.6,125.75999999999999,313.014,318.788,1189.516,296.346,7643.0,65225.752,22652.89,8707.252,34.839999999999996,207.364
Roast Bread with Maalu Badun,"Red Rice with Thalapath Fish Curry, Bitter Leaf Curry, Mustard Greens Curry, Polos Mallum, Kappa Masala","Vegetable Fried Rice with Parippu, Chicken Curry, Green Pea Curry, Ginger Chicken, potatoe cheese Balls","Rice, Bitter leaves,  pepper, Mustard greens,  sugar,  Ginger, Green pea, Termeric powder, Dhal, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes,  oil, Thalapath fish, Cassava, cheese, Jackfruit, Chicken,  Oil,  Coconut milk,  Spices, Red rice, Flour",4123.9,176.79,256.27700000000004,392.533,1608.823,1642.4850000000001,10953.1,67223.20999999999,22873.245000000003,11331.153000000002,29.993000000000002,296.958
Coconut Roti with Fish Curry,"Vegetable Fried Rice with Wambatu Moju, Devilled Chicken, Ala Badun, Cashew Curry",Seafood Fried Rice with Chicken Curry,"Potato,  Chili, Rice,  Oninon, Coconut, onion, carrot, curry leaves, leeks, Eggplant, Fish, Spices, Cashew, shrimp,  Vinegar, Chicken,  Oil,  Coconut milk,  Spices, tomato sause, crab,  Flour",4130.0,191.695,248.90999999999997,301.64,2099.1549999999997,665.025,9777.96,36134.16,59932.18,18219.85,26.33,251.65499999999997
"Red Rice with Potato Curry, Fish Patties, Coconut Sambol, Batu Moju",Egg Fried Rice with Chicken Curry,"Vegetable Biryani with Ginger Chicken, Chickpea Salad, Devilled Beef","Potato, Chickpeas,  Chili, Rice, Turmeric Powder,  Ginger,  garlic,  onion, onion, curry leaves,  Chillies, leeks, Eggplant, Fish, Beef,  Egg, carrort,  Onion, Chicken,  Oil,  Coconut milk,  Cabbage,  Spices, Red rice,  carrot,  Flour",4135.4,191.224,282.56600000000003,318.42999999999995,1929.7400000000002,639.416,10442.4,74242.29800000001,42447.577999999994,14106.228,35.034,228.86999999999998
"Red Rice with Chicken Curry, Seeni Sambol, Kiri Hodi, Maalu Badun","Chicken Biryani with Ginger Chicken, Chickpea Salad, Devilled Beef","Red Rice with Potato Curry, Chickpea Curry, Jaffna Crab Curry, Cucumber Sambol, Polos Ambula","Potato,  chillii, Chickpeas, Cucumber, Rice,  pepper, Turmeric Powder,  Ginger,  onion, curry leaves,  Chillies,  Chicken, Fish, Chickpea, Beef, Crab, Onion, Jackfruit, Chicken,  Oil,  Carrot,  Sugar,  Coconut milk,  Cabbage,  Spices, Red rice",4139.2,145.41400000000002,294.51800000000003,289.53999999999996,1399.94,463.31399999999996,7772.2,42924.83,28068.028,9469.358,65.81,165.91799999999998
"Red Rice with Sweet Corn Curry, Radish Sambol, Polos Mallum, Kiri Hodi","Vegetable Fried Rice with Chicken Curry, Parippu, Wambatu Moju, Cashew Curry, Vegetable Cutlets",String Hoppers with Chicken Curry," pepper, Rice, Radish,  Coconut, Termeric powder, Dhal, onion, carrot,  Chillies, curry leaves, leeks, Eggplant,  Potatoes,  oil, Sweet corn, Cashew,  Vinegar, Jackfruit, Chicken,  Coconut milk,  Spices, Red rice, tomato sause, Rice flour",4144.849999999999,170.9985,291.414,398.4145,1973.6765,339.15349999999995,12081.282,111959.76999999999,59890.39,20196.928000000004,38.712,315.1655
"Red Rice with Cashew Curry, Kohila Curry, Capsicum Curry, Pumpkin curry","Chicken Fried Rice with Green Pea Curry, Fish Cutlets, Tapioca Chips, Vegetable Balls","Vegetable Biryani with Devilled Chicken, Chickpea Salad, Devilled Beef","Kohila, Chickpeas,  Chili, Rice,  pepper, Green pea,  leeks,  onion, onion,  Chillies, curry leaves, leeks,  Chicken,  Potatoes, Fish, Tapioca, Spices, Capsicum, Beef, Pumpkin, Cashew, Chicken,  Oil,  Jackfruit,  Coconut milk,  Cabbage,  Spices, Red rice,  carrot",4155.4,199.88799999999998,220.84199999999998,361.076,1778.612,644.828,10311.0,31658.492,41494.788,14314.707999999999,29.25,282.32
"Red Rice with Eggplant Curry, Chicken Curry, Snake Gourd Curry",Seafood Fried Rice with Ala Badun,"Chicken Fried Rice with Chicken Curry, Green Pea Curry, Tapioca Chips, potatoe cheese Balls","Potato, chilli, Rice,  pepper,  Oninon, Green pea,  onion, onion, curry leaves,  Chillies, leeks,  Chicken, Eggplant,  Potatoes, Snake gourd, Tapioca, Spices, shrimp, cheese, Chicken,  Oil,  Coconut milk,  Spices, Red rice, crab,  carrot,  Salt",4192.6,183.252,280.908,345.304,1726.9299999999998,1916.576,9616.8,66473.00200000001,33398.478,11088.074,30.157999999999998,279.332
"Red Rice with Chicken Curry, Malu Mirisata, Devilled Chicken, Cauliflower Pickle",Chicken Fried Rice with Devilled Fish,"Chicken Biryani with Chicken Curry, Devilled Fish, Ginger Chicken, Devilled Beef"," Garlic, Cauliflower,  Chili, Rice,  Ginger,  onion, curry leaves, leeks,  Chicken, Fish, Spices, Beef,  curry leaves, Onion, Chicken,  Oil,  Coconut milk,  Spices, Red rice,  carrot",4209.0,179.418,311.09000000000003,283.94,1947.5320000000002,453.28,10301.6,70752.09,37749.596,12821.126,27.592,224.54199999999997
String Hoppers with Prawn Curry,"Vegetable Fried Rice with Chicken Curry, Tapioca Chips, Ginger Chicken","Fish Biryani with Chicken Curry, Devilled Fish, Chickpea Salad, Devilled Beef","Chickpeas,  Chili, Rice,  Fish,  Ginger, onion, carrot,  Chillies, curry leaves, leeks, Prawn, Tapioca, Beef, Chicken,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices,  Salt, Rice flour",4220.25,184.8485,301.86400000000003,361.962,1820.9205,624.7165,10284.732,96100.95,35392.8895,12783.18,38.968,265.8975
"Red Rice with Beetroot Curry, Fish Curry, Fenugreek Curry, Beetroot curry","Chicken Fried Rice with Devilled Chicken, Tapioca Chips, Ginger Chicken","Vegetable Fried Rice with Wambatu Moju, Devilled Chicken, Ala Badun, Cashew Curry","Potato, Fenugreek,  Chili, Rice,  Ginger,  onion, onion, carrot, curry leaves,  Chillies, leeks,  Chicken, Eggplant, Fish, Tapioca, Spices, Beetroot, Cashew,  Vinegar, Chicken,  Oil,  Coconut milk,  Spices, Red rice, tomato sause,  carrot,  Salt",4240.2,171.236,245.60399999999998,342.566,2242.876,484.028,11453.4,32601.714,58936.772,20549.722,31.496000000000002,272.504
Roast Bread with Kiri Hodi,"Chicken Fried Rice with Chicken Curry, Green Pea Curry, Fish Cutlets",Egg Fried Rice with Ala Badun,"Potato, Rice,  sugar, Green pea,  onion, curry leaves,  Chillies, leeks,  Chicken,  Potatoes, Fish, Spices,  Egg, carrort,  Oil,  Coconut milk,  Spices, Flour,  carrot",4242.0,150.315,314.25,326.75,1567.5900000000001,579.425,9362.0,75483.43000000001,34733.455,12438.985,27.09,271.54
Kurakkan Roti with Fish Curry,"Vegetable Biryani with Chicken Curry, Devilled Chicken, Chickpea Salad, Devilled Beef","Red Rice with Carrot Curry, Chickpea Curry, Dry Fish Curry, Tender Jackfruit Fry, Indian Fish Curry"," chillies, Chickpeas,  Chili, Rice, Dry fish, Carrot, onion, curry leaves,  Chillies, leeks, Fish, Chickpea, Beef, Jackfruit, Chicken,  Oil, Millet,  Coconut milk,  Cabbage,  Spices, Red rice,  carrot,  Flour",4244.6,152.646,354.666,266.432,1427.122,417.558,7744.4,86234.206,31694.054,9892.485999999999,32.222,180.204
"Red Rice with Jackfruit Curry, Soya Meat Curry, Pumpkin Leaves Curry, Fish Cutlets, Maalu Badun","Red Rice with Chicken Curry, Carrot Curry, Bitter Gourd Curry, Pineapple Curry","Vegetable Fried Rice with Parippu, Chicken Curry, Green Pea Curry, Ginger Chicken, potatoe cheese Balls","Rice,  pepper,  Ginger, Green pea, Termeric powder, Carrot, Dhal, Bitter gourd, onion, carrot, curry leaves,  Chillies, leeks,  Potatoes, Fish, Pumpkin leaves, cheese, Jackfruit, Chicken,  Oil,  Coconut milk,  Spices, Red rice, Soya meat, Pineapple",4252.4,193.322,283.076,384.348,1884.4180000000001,1739.548,12345.2,85462.284,28362.366,13876.974000000002,33.026,298.714
"Red Rice with Green Gram Curry, Cuttlefish Curry, Spicy Crab","Vegetable Fried Rice with Wambatu Moju, Devilled Chicken, Ala Badun, Cashew Curry",Roast Bread with Thalapath Fish Curry,"Potato,  chillies,  Chili, Rice,  sugar, Cuttlefish, onion, carrot, curry leaves, leeks, Eggplant, Thalapath fish, Crab, Cashew,  Vinegar, Chicken,  Oil,  Coconut milk,  Spices, Green gram, Red rice, tomato sause, Flour",4272.2,116.499,342.831,244.993,1542.853,411.91800000000006,7757.5,51619.806,53943.147,16204.603,22.637,196.598
"Red Rice with Drumstick Curry, Cuttlefish Curry, Beetroot curry, Simmered Fish Roe, Ginger Chicken","Red Rice with Bathala Curry, Bean Curry, Papaya Curry, Soya Meat Curry, Tropical Salad","Vegetable Fried Rice with Wambatu Moju, Ala Badun, Green Pea Curry, Tapioca Chips, Ginger Chicken","Potato,  chillies, Rice, Drumstick,  Pineapple, Beans, Sweet potato,  Apple,  Ginger, Green pea, Cuttlefish, Mango, onion, carrot, curry leaves,  Chillies, leeks, Eggplant,  flour, Fish, Tapioca, Beetroot,  Vinegar, Chicken,  Oil,  Carrot,  Cucumber,  Coconut milk,  Spices, Red rice, Soya meat, tomato sause,  Salt, Papaya",4281.2,167.868,261.172,362.71000000000004,1924.962,4758.854000000001,11340.8,43448.742,30853.559999999998,13645.66,39.874,285.946
"Red Rice with Brinjal Moju, Tomato Curry, Kochchi Sambol","Vegetable Fried Rice with Devilled Fish, Ala Badun, Cashew Curry, potatoe cheese Balls, Ginger Chicken",Roast Bread with Spicy Crab,"Potato,  Chili, Rice,  pepper,  sugar,  Ginger, onion, carrot,  Chillies, curry leaves, leeks, Eggplant,  Potatoes, Fish, Green chili, Cashew,  Vinegar, cheese, Chicken,  Oil,  Coconut milk,  Spices, Red rice, Tomato, Flour",4284.7,117.862,323.448,252.426,1218.6390000000001,1670.3,6418.8,28847.973,42266.128,13829.303,18.625,195.696
"Red Rice with Bean Curry, Thalapath Fish Curry, Chickpea Curry","Red Rice with Pol Sambol, Bean Curry, Polos Mallum, Sprats Fry, Tropical Salad","Fish Biryani with Chicken Curry, Ginger Chicken, Chickpea Salad, Devilled Beef","Chickpeas,  Chili, Rice,  Pineapple, Beans, Garlic, Dried fish,  Apple,  Fish,  Ginger, Mango, Coconut, onion,  Chillies, curry leaves,  oil, Chickpea, Thalapath fish, Beef,  Onion, Lime, Jackfruit, Chicken,  Oil,  Carrot,  Cucumber,  Coconut milk,  Cabbage,  Spices, Red rice",4293.8,144.724,356.048,282.826,1434.868,407.256,8276.2,86482.96599999999,31804.888,10735.07,49.304,171.56199999999998
"Red Rice with Beetroot Curry, Snake Gourd Curry, Devilled Beef, Indian Fish Curry","Vegetable Fried Rice with Ala Badun, Cashew Curry, Fish Cutlets",Roast Bread with Chicken Curry,"Potato,  chillies, Rice,  sugar, onion, carrot, curry leaves,  Chillies, leeks,  Potatoes, Snake gourd, Fish, Beef, Beetroot, Cashew, Chicken,  Oil,  Coconut milk,  Spices, Red rice, Flour",4307.9,128.543,344.245,243.283,1614.4560000000001,398.976,7960.5,54176.153999999995,55560.797000000006,16510.459,23.563000000000002,197.13799999999998
"Red Rice with Chicken Curry, Sweet Corn Curry, Pumpkin curry, Simmered Fish Roe, Ginger Chicken","Vegetable Fried Rice with Devilled Fish, Cashew Curry, Green Pea Curry, Fish Cutlets, Tapioca Chips",Vegetable Fried Rice with Parippu," Chili, Rice,  Ginger, Green pea, Termeric powder, Dhal, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes,  flour, Fish, Tapioca, Sweet corn, Pumpkin, Cashew, Chicken,  Oil,  Coconut milk,  Spices, Red rice",4341.6,220.47199999999998,208.39600000000002,500.976,2635.9320000000002,4812.160000000001,14951.0,80042.418,64793.382,23650.116,38.269999999999996,416.546
"Red Rice with Fish Ambul Thiyal, Beetroot Curry, Cashew Curry, Coconut Sambol","Red Rice with Ala Badun, Fish Cutlets, Spicy Crab, Simmered Fish Roe","Chicken Fried Rice with Chicken Curry, Ala Badun, Tapioca Chips, potatoe cheese Balls","Potato,  chillies, chilli,  Chili, Rice,  pepper,  Goraka,  onion, onion, curry leaves,  Chillies, leeks,  Chicken,  Potatoes,  flour, Fish, Tapioca, Spices, Crab, Beetroot,  Onion, Cashew, cheese,  Oil,  Coconut milk,  Spices, Red rice,  carrot,  Salt",4346.8,157.084,334.534,293.964,1537.134,6121.1759999999995,8409.0,72157.614,40839.89599999999,14119.072,26.73,227.256
"Red Rice with Green Banana Curry, Cauliflower Pickle, Fish Curry","Fish Biryani with Chickpea Salad, Devilled Beef, Ginger Chicken","Fish Biryani with Chicken Curry, Devilled Fish, Ginger Chicken"," Garlic, Cauliflower,  chillies, Chickpeas,  Chili, Rice,  Fish,  Ginger, Green banana, onion,  Chillies, curry leaves, Fish, Beef, Chicken,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, Red rice",4365.2,181.464,310.36400000000003,323.042,1978.17,456.512,10551.4,70612.496,37442.92,12883.82,33.528,230.536
"Red Rice with Beetroot Curry, Ala Badun, Radish Sambol, Mango Chutney, Polos Ambula",Chicken Fried Rice with Devilled Fish,"Chicken Biryani with Chicken Curry, Ginger Chicken, Devilled Beef, Ginger Chicken","Potato,  chillies,  Chili,  pepper, Rice, Radish,  sugar,  Ginger, Mango,  onion, onion, curry leaves,  Chillies, leeks,  Chicken, Fish, Spices, Beef, Beetroot,  Vinegar, Jackfruit,  Oil,  Coconut milk,  Spices, Red rice,  carrot",4373.0,164.438,308.598,344.376,2019.804,450.404,11110.0,70718.698,37595.128,13108.062000000002,71.752,237.51399999999998
"Red Rice with Fenugreek Curry, Mint Sambol, Tender Jackfruit Fry","Vegetable Biryani with Chicken Curry, Devilled Chicken, Devilled Beef","Red Rice with Dhal Curry, Fish Cutlets, Mint Sambol, Sprats Fry","Fenugreek,  Chili,  pepper, Rice, Dried fish,  Coconut, Termeric powder, Dhal, onion,  Chillies, curry leaves, leeks,  Potatoes, Fish, Beef, Mint, Jackfruit, Chicken,  Oil,  Coconut milk,  Spices, Red rice,  carrot",4395.2,164.714,326.568,313.388,1420.532,368.30600000000004,9176.0,70019.68,26771.564,11564.276,21.366,216.736
Kurakkan Roti with Dhal Curry,"Vegetable Fried Rice with Devilled Fish, Ala Badun, Cashew Curry, potatoe cheese Balls, Ginger Chicken","Red Rice with Pumpkin Leaves Curry, Cucumber Sambol, Beetroot curry, Sprats Fry","Potato,  Chili, Cucumber, Rice,  pepper, Dried fish,  Ginger,  Coconut, Termeric powder, Dhal, onion, carrot, curry leaves,  Chillies, leeks,  Potatoes, Fish, Beetroot, Pumpkin leaves, Cashew, cheese, Chicken,  Oil, Millet,  Coconut milk,  Spices, Red rice,  Flour",4398.8,143.556,309.576,320.464,1624.2079999999999,1613.234,8761.2,47661.42,48653.252,16313.976,24.133999999999997,251.20799999999997
String Hoppers with Chicken Curry,Lamprais with Chicken Curry,"Vegetable Fried Rice with Ala Badun, Cashew Curry, Fish Cutlets","Potato, Fish, Chicken,  Oil, Rice,  Coconut milk, onion,  Meat,  Spices, carrot, curry leaves,  Chillies, leeks,  Potatoes, Cashew, Rice flour",4411.65,163.3065,339.80600000000004,331.8125,1941.9765,395.7715,9511.882,95584.93000000001,69216.2,19624.01,28.622,272.99350000000004
"Red Rice with Seer Fish Curry, Fish Curry, Polos Mallum, Batu Moju","Red Rice with Carrot Curry, Soya Meat Curry, Spicy Crab","Chicken Fried Rice with Devilled Chicken, Ala Badun, Green Pea Curry","Potato,  chillies,  Chili, Rice, Green pea,  garlic, Carrot,  onion,  Chillies, curry leaves, leeks,  Chicken, Eggplant, Fish,  oil, Spices, Crab, Seer fish, Jackfruit,  Oil,  Coconut milk,  Spices, Red rice, Soya meat,  carrot",4414.4,137.848,329.106,282.28999999999996,1635.59,481.28999999999996,9393.0,40711.876000000004,28083.748,11576.98,26.82,229.012
"Red Rice with Devilled Chicken, Banana Blossom Curry, Pineapple Curry, Spinach Curry","Vegetable Fried Rice with Chicken Curry, Ala Badun, Vegetable Cutlets, Ginger Chicken",Vegetable Fried Rice with Parippu,"Potato,  Chili, Rice,  Ginger, Termeric powder, Banana blossom, Dhal, onion, carrot, curry leaves,  Chillies, leeks,  Potatoes, Spinach, Onion, Chicken,  Oil,  Coconut milk,  Spices,  Curry leaves, Red rice, Pineapple",4417.6,162.562,323.81,416.27200000000005,2278.498,485.976,14155.2,111853.85200000001,37661.254,15275.558,42.07600000000001,324.506
Kiribath with Chicken Curry,"Red Rice with Thalapath Fish Curry, Bitter Leaf Curry, Mint Sambol, Kiri Hodi, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Ala Badun, Cashew Curry, Vegetable Cutlets","Potato, Rice, Bitter leaves,  pepper,  Ginger,  Coconut, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Thalapath fish, Mint, Cashew, Chicken,  Oil,  Coconut milk,  Spices, Red rice",4417.7,167.7785,358.166,326.95849999999996,1851.441,356.3825,9966.2,111434.38,64414.364,19264.985999999997,30.833,241.3485
"Red Rice with Cuttlefish Curry, Soya Meat Curry, Tropical Salad","Vegetable Fried Rice with Chicken Curry, Ala Badun, Cashew Curry, Vegetable Cutlets","Red Rice with Papaya Curry, Bitter Leaf Curry, Fish Cutlets, Sinhala Achcharu","Potato, Rice, Bitter leaves,  Pineapple,  Apple, Cuttlefish, Mango, Carrot,  onion, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Fish, Cashew,  Vinegar, Chicken,  Oil,  Carrot,  Cucumber,  Coconut milk,  Spices, Red rice, Soya meat, Papaya",4423.4,118.41,388.64599999999996,266.89,1639.082,410.55,8804.6,90566.772,55489.378,17869.032000000003,38.422,197.234
"Red Rice with Dhal Curry, Fish Cutlets, Mint Sambol, Sprats Fry","Red Rice with Sweet Corn Curry, Mango Chutney, Kiri Hodi, Polos Ambula, Ginger Chicken","Vegetable Fried Rice with Parippu, Chicken Curry, Green Pea Curry, Ginger Chicken, potatoe cheese Balls"," pepper, Rice,  sugar, Dried fish,  Ginger, Green pea,  Coconut, Termeric powder, Mango, Dhal, onion, carrot,  Chillies, curry leaves, leeks,  Potatoes, Fish, Sweet corn, Mint,  curry leaves, Coconut milk,  Vinegar, cheese, Jackfruit, Chicken,  Oil,  Coconut milk,  Spices, Red rice",4436.4,211.20999999999998,241.904,501.756,1922.27,1699.988,13720.0,86557.82800000001,25766.418,13979.498,73.56200000000001,344.89
"Red Rice with Fish Curry, Papaya Curry, Mustard Greens Curry, Coriander Sambol, Sprats Fry",Seafood Fried Rice with Devilled Fish,"Chicken Biryani with Devilled Fish, Chickpea Salad, Devilled Beef, Ginger Chicken","Chickpeas,  Chili,  pepper, Rice, Mustard greens,  Oninon, Dried fish,  Ginger,  onion, curry leaves,  Chillies,  Chicken, Fish, Spices, Beef, Onion, shrimp,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, Red rice, crab, Papaya",4438.6,189.94,279.682,307.794,1913.62,719.904,9948.2,27300.542,33228.308000000005,11915.508,29.759999999999998,228.922
"Red Rice with Soya Meat Curry, Dry Fish Curry, Vegetable Cutlets, Pumpkin curry, Chickpea Salad","Red Rice with Fish Curry, Soya Meat Curry, Lotus Root Curry, Green Pea Curry, Murukku","Chicken Biryani with Chicken Curry, Ginger Chicken, Chickpea Salad, Devilled Beef"," chillies, Chickpeas, Rice,  Ginger, Green pea, Dry fish, Carrot,  onion,  Chillies, curry leaves,  Chicken, flour,  Potatoes, Fish, Beef, Pumpkin, Lotus root,  Oil,  Carrot,  Coconut milk,  Cabbage,  Spices, Red rice, Soya meat",4465.8,164.232,361.916,292.574,1766.196,513.576,9983.4,86328.726,33957.736000000004,13401.606,33.708,196.278
"Red Rice with Gotu Kola Sambol, Bitter Gourd Curry, Gotu Kola Sambol, Dhal Vade","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Devilled Fish, Fish Cutlets","Vegetable Fried Rice with Wambatu Moju, Chicken Curry, Cashew Curry, Vegetable Cutlets, potatoe cheese Balls"," Chili, Rice,  pepper,  Coconut, Bitter gourd, onion, carrot, curry leaves,  Chillies, leeks, Eggplant,  Potatoes, Lentils, Gotu Kola, Fish,  chillie,  Onion, Cashew,  Vinegar, cheese, Chicken,  Oil,  Coconut milk,  Spices, Red rice, tomato sause",4472.8,206.61,340.084,346.764,2230.6459999999997,1839.352,11729.6,119695.14,66729.778,21093.18,39.6,257.594
